time,Vout

0.000000000000000e+000,0.000000e+000

1.599999993606716e-011,0.000000e+000

7.139374994885372e-010,0.000000e+000

9.092499994885372e-010,0.000000e+000

1.104562499488537e-009,0.000000e+000

1.299874999488538e-009,0.000000e+000

1.495187499488538e-009,0.000000e+000

1.690499999488538e-009,0.000000e+000

1.935406251022924e-009,0.000000e+000

2.194546873465614e-009,0.000000e+000

2.487515623465613e-009,0.000000e+000

2.975796873465613e-009,0.000000e+000

4.245328123465612e-009,0.000000e+000

6.393765623465609e-009,0.000000e+000

1.059298437346563e-008,0.000000e+000

1.225314062346564e-008,0.000000e+000

1.381564062346566e-008,0.000000e+000

1.537814062346566e-008,0.000000e+000

1.703829687346565e-008,9.298545e-010

1.843945312500000e-008,2.041768e-005

1.941601562499999e-008,1.006899e-004

2.033886718750003e-008,2.414749e-004

2.141308593750002e-008,4.721048e-004

2.258496093750000e-008,8.066059e-004

2.385449218749999e-008,1.260190e-003

2.531933593749998e-008,1.889576e-003

2.649121093749997e-008,2.464741e-003

2.844433593749995e-008,3.541116e-003

3.098339843749996e-008,5.108833e-003

3.498730468750006e-008,7.816918e-003

3.723339843750012e-008,9.317727e-003

3.928417968750017e-008,1.040814e-002

4.143261718750022e-008,1.126013e-002

4.377636718750027e-008,1.187522e-002

4.641308593750034e-008,1.223892e-002

4.944042968750041e-008,1.232137e-002

5.324902343750050e-008,1.206314e-002

5.578808593750057e-008,1.174307e-002

6.223339843750072e-008,1.064562e-002

7.043652343750092e-008,9.061236e-003

7.990917968750115e-008,7.330779e-003

8.508496093750128e-008,6.489874e-003

9.319042968750148e-008,5.342159e-003

9.990234375000001e-008,4.540239e-003

1.000000000000000e-007,4.529272e-003

