time,Vout

0.000000000000000e+000,0.000000e+000

1.972512323497624e-011,0.000000e+000

2.542275885738293e-010,0.000000e+000

4.828674922792117e-010,1.653752e-014

5.825310400482246e-010,1.382814e-005

6.411566563829380e-010,8.977360e-005

6.997822727176515e-010,2.380570e-004

7.584078890523649e-010,4.660737e-004

8.170335053870784e-010,7.775340e-004

8.756591217217918e-010,1.173481e-003

9.401472996899765e-010,1.705649e-003

1.010498039291631e-009,2.398509e-003

1.086711340526758e-009,3.275706e-003

1.174649765028826e-009,4.460782e-003

1.274313312797837e-009,5.977438e-003

1.385701983833791e-009,7.879090e-003

1.514678339770158e-009,1.032719e-002

1.667104942240411e-009,1.351749e-002

1.672967503873882e-009,1.364591e-002

1.784356174909835e-009,1.659069e-002

2.085007143685333e-009,2.417409e-002

2.425035718426665e-009,3.339960e-002

2.712301238466756e-009,4.123969e-002

2.835415032769652e-009,4.427192e-002

2.888178087470893e-009,4.608086e-002

3.005429320140318e-009,4.878142e-002

3.222344100578754e-009,5.242101e-002

3.415808634483305e-009,5.494831e-002

3.480296812451488e-009,5.677527e-002

3.597548045120913e-009,5.832770e-002

3.966889428029618e-009,6.081925e-002

4.019652482730863e-009,6.123786e-002

4.054827852531693e-009,6.244485e-002

4.131041153766825e-009,6.344375e-002

4.605908646078029e-009,6.447564e-002

4.611771207711501e-009,6.485592e-002

4.623496330978444e-009,6.609045e-002

4.646946577512330e-009,6.725519e-002

4.687984508946632e-009,6.831448e-002

4.775922933448707e-009,6.865824e-002

5.174577124524779e-009,6.767000e-002

5.198027371058666e-009,6.775057e-002

5.250790425759911e-009,6.853482e-002

5.479430329465306e-009,6.839190e-002

5.784283534405832e-009,6.793296e-002

5.801871219306247e-009,6.899081e-002

5.842909150740548e-009,7.005829e-002

5.930847575242623e-009,7.045735e-002

6.382264821019940e-009,6.927615e-002

6.429165314087714e-009,7.017773e-002

6.564004231657562e-009,7.025194e-002

