#DATA 1 832 2 1 0
 1.000000e+004, 1.070434e+001, 1.798616e+002
 1.013959e+004, 1.070434e+001, 1.798597e+002
 1.028114e+004, 1.070433e+001, 1.798577e+002
 1.042466e+004, 1.070433e+001, 1.798557e+002
 1.057018e+004, 1.070433e+001, 1.798537e+002
 1.071773e+004, 1.070433e+001, 1.798517e+002
 1.086735e+004, 1.070433e+001, 1.798496e+002
 1.101905e+004, 1.070433e+001, 1.798475e+002
 1.117287e+004, 1.070432e+001, 1.798454e+002
 1.132884e+004, 1.070432e+001, 1.798432e+002
 1.148698e+004, 1.070432e+001, 1.798410e+002
 1.164734e+004, 1.070432e+001, 1.798388e+002
 1.180993e+004, 1.070432e+001, 1.798365e+002
 1.197479e+004, 1.070431e+001, 1.798343e+002
 1.214195e+004, 1.070431e+001, 1.798320e+002
 1.231144e+004, 1.070431e+001, 1.798296e+002
 1.248331e+004, 1.070431e+001, 1.798272e+002
 1.265757e+004, 1.070430e+001, 1.798248e+002
 1.283426e+004, 1.070430e+001, 1.798224e+002
 1.301342e+004, 1.070430e+001, 1.798199e+002
 1.319508e+004, 1.070430e+001, 1.798174e+002
 1.337928e+004, 1.070429e+001, 1.798148e+002
 1.356604e+004, 1.070429e+001, 1.798122e+002
 1.375542e+004, 1.070429e+001, 1.798096e+002
 1.394744e+004, 1.070429e+001, 1.798070e+002
 1.414214e+004, 1.070428e+001, 1.798043e+002
 1.433955e+004, 1.070428e+001, 1.798015e+002
 1.453973e+004, 1.070428e+001, 1.797988e+002
 1.474269e+004, 1.070427e+001, 1.797960e+002
 1.494849e+004, 1.070427e+001, 1.797931e+002
 1.515717e+004, 1.070427e+001, 1.797902e+002
 1.536875e+004, 1.070426e+001, 1.797873e+002
 1.558329e+004, 1.070426e+001, 1.797843e+002
 1.580083e+004, 1.070426e+001, 1.797813e+002
 1.602140e+004, 1.070425e+001, 1.797783e+002
 1.624505e+004, 1.070425e+001, 1.797752e+002
 1.647182e+004, 1.070424e+001, 1.797720e+002
