time,Vout

0.000000000000000e+000,0.000000e+000

1.599999993606716e-011,0.000000e+000

2.380872623455285e-010,0.000000e+000

4.121745249467883e-010,0.000000e+000

5.862617875480482e-010,0.000000e+000

7.603490501493080e-010,0.000000e+000

9.344363127505679e-010,0.000000e+000

1.108523575351828e-009,0.000000e+000

1.282610837953088e-009,0.000000e+000

1.456698100554348e-009,0.000000e+000

1.630785363155607e-009,0.000000e+000

1.804872625756867e-009,0.000000e+000

1.979635010432528e-009,0.000000e+000

2.121160555192918e-009,0.000000e+000

2.295247817794177e-009,0.000000e+000

2.469335080395436e-009,0.000000e+000

2.643422342996696e-009,0.000000e+000

2.817509605597955e-009,0.000000e+000

2.991596868199214e-009,2.570973e-019

3.049625955732967e-009,2.883906e-004

3.107655043266720e-009,4.015895e-003

3.165684130800473e-009,1.681374e-002

3.223713218334226e-009,3.858136e-002

3.397800480935486e-009,1.129156e-001

3.571887743536745e-009,1.870261e-001

3.745975006138004e-009,2.609147e-001

3.920062268739264e-009,3.345803e-001

4.094149531340525e-009,4.080247e-001

4.268236793941785e-009,4.812524e-001

4.500353144076799e-009,5.785531e-001

4.732469494211813e-009,6.754734e-001

4.964585844346827e-009,7.720172e-001

5.080644019414334e-009,8.196037e-001

5.138673106948088e-009,8.363298e-001

5.196702194481841e-009,8.411628e-001

6.821516645426939e-009,8.187249e-001

8.968592884175818e-009,7.914850e-001

1.059340733512092e-008,7.768537e-001

1.593208338822624e-008,7.780994e-001

1.855127633157066e-008,7.781923e-001

1.936368355704321e-008,7.781768e-001

2.020009652649640e-008,7.781562e-001

2.101250375196895e-008,7.781351e-001

2.107053283950270e-008,7.768475e-001

2.112856192703645e-008,7.698826e-001

2.118659101457021e-008,7.536074e-001

2.194096915250900e-008,4.347003e-001

2.275337637798155e-008,9.392990e-002

2.298549272811656e-008,-2.577188e-003

2.304352181565032e-008,-2.664624e-002

2.310155090318407e-008,-4.790625e-002

2.315957999071783e-008,-6.014658e-002

2.321760907825158e-008,-6.273915e-002

2.455227809152791e-008,-4.418859e-002

2.571285984220298e-008,-2.894534e-002

2.664132524274303e-008,-1.730610e-002

2.739570338068183e-008,-8.195680e-003

2.756979064328309e-008,-6.219805e-003

2.768584881835060e-008,-5.010253e-003

2.780190699341810e-008,-3.894603e-003

2.791796516848561e-008,-2.866318e-003

2.803402334355312e-008,-1.930481e-003

2.815008151862063e-008,-1.080737e-003

2.826613969368813e-008,-3.222447e-004

2.832416878122189e-008,2.606861e-005

2.838219786875564e-008,3.513582e-004

2.849825604382315e-008,9.349661e-004

2.861431421889065e-008,1.434878e-003

2.873037239395816e-008,1.846050e-003

2.884643056902567e-008,2.174699e-003

2.896248874409317e-008,2.415837e-003

2.907854691916068e-008,2.575609e-003

2.919460509422819e-008,2.649082e-003

2.931066326929570e-008,2.642323e-003

2.954277961943071e-008,2.435812e-003

3.023912866983575e-008,1.785537e-003

3.087744863270704e-008,1.292970e-003

3.151576859557833e-008,8.941927e-004

3.215408855844962e-008,5.841795e-004

3.279240852132090e-008,3.582557e-004

3.302452487145592e-008,2.960582e-004

3.366284483432721e-008,1.775830e-004

3.441722297226600e-008,1.268514e-004

3.604203742321110e-008,1.664299e-004

3.894349179989877e-008,2.051444e-004

5.043325113158197e-008,1.903812e-004

6.784197739170708e-008,1.735017e-004

8.525070365183114e-008,1.588358e-004

9.996178714166058e-008,1.472815e-004

1.000000000000000e-007,1.472437e-004

