time,Vn026

0.000000000000000e+000,0.000000e+000

1.599999993606716e-011,0.000000e+000

1.788156249488538e-009,0.000000e+000

1.935406251022924e-009,0.000000e+000

2.096890623465614e-009,0.000000e+000

2.292203123465614e-009,0.000000e+000

2.487515623465613e-009,0.000000e+000

2.682828123465613e-009,0.000000e+000

2.878140623465613e-009,0.000000e+000

3.073453123465613e-009,0.000000e+000

3.268765623465613e-009,0.000000e+000

3.464078123465612e-009,0.000000e+000

3.757046873465612e-009,0.000000e+000

9.030484373465620e-009,0.000000e+000

1.723360937346564e-008,0.000000e+000

2.014355468750003e-008,0.000000e+000

2.092480468750002e-008,0.000000e+000

2.170605468750001e-008,0.000000e+000

2.463574218749998e-008,0.000000e+000

2.483105468749998e-008,0.000000e+000

2.502636718749998e-008,0.000000e+000

2.522167968749998e-008,0.000000e+000

2.541699218749998e-008,0.000000e+000

2.561230468749998e-008,0.000000e+000

2.580761718749997e-008,0.000000e+000

2.600292968749997e-008,0.000000e+000

2.619824218749997e-008,0.000000e+000

2.649121093749997e-008,0.000000e+000

3.244824218750000e-008,0.000000e+000

4.104199218750021e-008,0.000000e+000

4.299511718750026e-008,1.044574e-036

4.377636718750027e-008,6.703013e-022

4.465527343750030e-008,3.784926e-016

4.572949218750032e-008,1.332575e-005

4.592480468750033e-008,6.470540e-005

4.612011718750033e-008,1.736773e-004

4.631542968750034e-008,3.423794e-004

4.651074218750034e-008,5.707792e-004

4.670605468750035e-008,8.588455e-004

4.690136718750035e-008,1.206547e-003

4.699902343750035e-008,1.402751e-003

4.709667968750036e-008,1.613851e-003

4.719433593750036e-008,1.839840e-003

4.729199218750036e-008,2.080709e-003

4.738964843750036e-008,2.336421e-003

4.748730468750036e-008,2.606780e-003

4.758496093750037e-008,2.890906e-003

4.768261718750037e-008,3.186236e-003

4.924511718750041e-008,8.055211e-003

4.934277343750041e-008,8.358915e-003

4.944042968750041e-008,8.662522e-003

4.953808593750041e-008,8.966031e-003

5.012402343750043e-008,1.078497e-002

5.578808593750057e-008,2.816063e-002

6.379589843750076e-008,5.205673e-002

6.457714843750078e-008,5.371348e-002

6.526074218750080e-008,5.437471e-002

6.535839843750080e-008,5.440919e-002

6.545605468750080e-008,5.442874e-002

6.555371093750080e-008,5.443381e-002

6.721386718750084e-008,5.410519e-002

6.731152343750085e-008,5.408472e-002

6.740917968750085e-008,5.406424e-002

6.750683593750085e-008,5.404376e-002

6.760449218750085e-008,5.402327e-002

8.508496093750128e-008,5.044287e-002

9.990234375000001e-008,4.757430e-002

1.000000000000000e-007,4.755589e-002

