time,Vout

0.000000000000000e+000,0.000000e+000

1.599999993606716e-011,0.000000e+000

1.202218749488538e-009,0.000000e+000

1.495187499488538e-009,0.000000e+000

1.788156249488538e-009,0.000000e+000

2.045215624283953e-009,0.000000e+000

2.292203123465614e-009,0.000000e+000

2.585171873465613e-009,0.000000e+000

2.878140623465613e-009,0.000000e+000

3.268765623465613e-009,0.000000e+000

5.026578123465611e-009,0.000000e+000

7.956265623465612e-009,0.000000e+000

1.401095312346566e-008,0.000000e+000

1.684298437346565e-008,0.000000e+000

1.873242187500000e-008,0.000000e+000

1.970898437499999e-008,0.000000e+000

2.063183593750002e-008,0.000000e+000

2.278027343750000e-008,0.000000e+000

2.502636718749998e-008,0.000000e+000

2.649121093749997e-008,0.000000e+000

2.893261718749994e-008,1.803861e-013

3.000683593749994e-008,1.696436e-005

3.078808593749996e-008,1.221428e-004

3.156933593749998e-008,3.012412e-004

3.352246093750003e-008,8.427732e-004

3.508496093750006e-008,1.370342e-003

3.694042968750011e-008,2.106664e-003

3.918652343750016e-008,3.130494e-003

4.201855468750023e-008,4.582325e-003

4.592480468750033e-008,6.787845e-003

4.826855468750038e-008,8.139031e-003

4.973339843750042e-008,8.724073e-003

5.256542968750049e-008,9.619960e-003

5.549511718750056e-008,1.025767e-002

5.578808593750057e-008,1.030678e-002

5.910839843750065e-008,1.070587e-002

6.311230468750074e-008,1.087029e-002

6.799511718750086e-008,1.074442e-002

7.444042968750102e-008,1.023793e-002

8.498730468750128e-008,9.034531e-003

8.508496093750128e-008,9.022511e-003

9.729199218750158e-008,7.526621e-003

9.990234375000001e-008,7.219873e-003

1.000000000000000e-007,7.208555e-003

