time,Vn001

0.000000000000000e+000,0.000000e+000

2.572195856034588e-011,0.000000e+000

3.368246345372654e-010,2.966864e-005

6.187614346413481e-010,1.331372e-004

9.006982347454300e-010,3.169620e-004

1.182635034849515e-009,5.842370e-004

1.474293793577878e-009,9.505562e-004

1.775674510930521e-009,1.426558e-003

2.094513543503591e-009,2.038972e-003

2.600055391966077e-009,3.119211e-003

2.706996936833142e-009,3.352604e-003

3.027821571434335e-009,4.059127e-003

3.309758371538414e-009,4.686112e-003

3.572251254393936e-009,5.273785e-003

3.815300220000904e-009,5.820675e-003

4.077793102856437e-009,6.413803e-003

4.350007944336249e-009,7.031188e-003

4.651388661688898e-009,7.717019e-003

5.147208551527127e-009,8.849734e-003

5.623584524116798e-009,9.942112e-003

5.643028441365356e-009,9.986771e-003

5.662472358613914e-009,1.003144e-002

5.711082151735309e-009,1.014314e-002

5.740248027608146e-009,1.021018e-002

5.886077406972331e-009,1.054559e-002

6.615224303793255e-009,1.222645e-002

6.624946262417534e-009,1.224890e-002

6.644390179666092e-009,1.229380e-002

6.692999972787487e-009,1.240608e-002

6.712443890036045e-009,1.245099e-002

6.761053683157440e-009,1.256331e-002

6.790219559030277e-009,1.263071e-002

6.838829352151672e-009,1.274306e-002

7.577698207596876e-009,1.445298e-002

7.606864083469713e-009,1.452054e-002

7.636029959342550e-009,1.458812e-002

7.704083669712503e-009,1.474582e-002

7.859635007700967e-009,1.510640e-002

8.540172111400497e-009,1.668528e-002

8.588781904521892e-009,1.679812e-002

8.608225821770450e-009,1.684326e-002

8.656835614891845e-009,1.695612e-002

8.686001490764682e-009,1.702384e-002

8.967938290868773e-009,1.767863e-002

9.560977766949792e-009,1.905658e-002

9.570699725574071e-009,1.907917e-002

9.590143642822629e-009,1.912436e-002

9.638753435944024e-009,1.923735e-002

9.658197353192582e-009,1.928255e-002

9.706807146313977e-009,1.939555e-002

9.735973022186814e-009,1.946336e-002

