time,Vn014

0.000000000000000e+000,0.000000e+000

1.599999993606716e-011,0.000000e+000

2.908020265029451e-010,0.000000e+000

4.536040535173530e-010,0.000000e+000

6.164060805317609e-010,0.000000e+000

7.792081075461687e-010,0.000000e+000

1.023411148067781e-009,0.000000e+000

1.267614188589392e-009,0.000000e+000

1.511817229111004e-009,0.000000e+000

1.756020269632616e-009,0.000000e+000

2.024353311005893e-009,0.000000e+000

2.365969595551076e-009,9.360067e-006

2.610172636072688e-009,7.897229e-005

2.854375676594300e-009,2.294786e-004

3.098578717115912e-009,4.611973e-004

3.342781757637523e-009,7.742007e-004

3.586984798159135e-009,1.168558e-003

3.831187838680747e-009,1.644337e-003

4.075390879202359e-009,2.201601e-003

4.238192906216767e-009,2.617850e-003

4.319593919723971e-009,2.836489e-003

4.400994933231175e-009,3.058015e-003

4.482395946738379e-009,3.280167e-003

4.563796960245583e-009,3.502381e-003

4.808000000767194e-009,4.169377e-003

5.052203041288806e-009,4.836889e-003

5.296406081810418e-009,5.504897e-003

5.540609122332030e-009,6.173379e-003

5.784812162853641e-009,6.842314e-003

6.029015203375253e-009,7.511684e-003

6.273218243896865e-009,8.181471e-003

6.354619257404069e-009,8.404824e-003

6.436020270911273e-009,8.628219e-003

6.517421284418477e-009,8.851656e-003

8.226842568069759e-009,1.352212e-002

1.042466993276427e-008,1.930900e-002

1.319230439200920e-008,2.623337e-002

1.449472060812446e-008,2.944395e-002

1.854434076573585e-008,3.938154e-002

1.935835090080791e-008,4.136849e-002

2.020350253376801e-008,4.342612e-002

2.101751266884007e-008,4.502788e-002

2.175012179040492e-008,4.570030e-002

2.223852787144815e-008,4.573944e-002

2.231992888495536e-008,4.571734e-002

2.240132989846256e-008,4.569232e-002

2.248273091196977e-008,4.566662e-002

2.329674104704183e-008,4.540341e-002

2.386654814159226e-008,4.521278e-002

2.411075118211388e-008,4.512954e-002

2.427355320912829e-008,4.507355e-002

2.435495422263550e-008,4.504541e-002

2.443635523614270e-008,4.501717e-002

2.451775624964991e-008,4.498883e-002

2.573877145225799e-008,4.456387e-002

2.687838564135887e-008,4.420659e-002

2.793659881695254e-008,4.393771e-002

2.883200996553180e-008,4.375645e-002

2.964602010060386e-008,4.362556e-002

3.029722820866148e-008,4.353745e-002

3.086703530321190e-008,4.346623e-002

3.119263935724071e-008,4.342606e-002

3.127404037074791e-008,4.341597e-002

3.135544138425511e-008,4.340585e-002

3.143684239776231e-008,4.339571e-002

3.151824341126952e-008,4.338554e-002

3.159964442477672e-008,4.337534e-002

3.168104543828392e-008,4.336512e-002

3.176244645179112e-008,4.335488e-002

3.184384746529832e-008,4.334461e-002

3.192524847880553e-008,4.333431e-002

3.200664949231273e-008,4.332399e-002

3.216945151932713e-008,4.330327e-002

3.233225354634154e-008,4.328244e-002

3.249505557335594e-008,4.326152e-002

3.265785760037035e-008,4.324049e-002

3.282065962738475e-008,4.321935e-002

3.298346165439916e-008,4.319812e-002

3.314626368141356e-008,4.317678e-002

3.387887280297838e-008,4.307949e-002

3.453008091103600e-008,4.299131e-002

3.509988800558642e-008,4.291298e-002

3.566969510013683e-008,4.283373e-002

3.623950219468725e-008,4.275377e-002

3.680930928923766e-008,4.267333e-002

3.737911638378808e-008,4.259258e-002

3.794892347833849e-008,4.251173e-002

3.851873057288891e-008,4.243093e-002

3.908853766743933e-008,4.235032e-002

3.965834476198974e-008,4.226998e-002

4.030955287004736e-008,4.217851e-002

4.120496401862659e-008,4.205332e-002

4.283298428877063e-008,4.182719e-002

4.454240557242188e-008,4.159146e-002

4.617042584256592e-008,4.136828e-002

5.715956266603823e-008,3.989199e-002

7.059072989472749e-008,3.815881e-002

9.501103394689016e-008,3.519809e-002

9.995299154165978e-008,3.462746e-002

1.000000000000000e-007,3.462208e-002

