time,Vn014

0.000000000000000e+000,0.000000e+000

7.999999968033578e-012,0.000000e+000

1.104562499488537e-009,0.000000e+000

1.202218749488538e-009,0.000000e+000

1.299874999488538e-009,0.000000e+000

1.397531249488538e-009,0.000000e+000

1.495187499488538e-009,0.000000e+000

1.592843749488538e-009,0.000000e+000

1.690499999488538e-009,0.000000e+000

1.788156249488538e-009,0.000000e+000

1.902343750000000e-009,0.000000e+000

2.045215624283953e-009,0.000000e+000

2.194546873465614e-009,0.000000e+000

2.292203123465614e-009,0.000000e+000

2.389859373465614e-009,0.000000e+000

2.487515623465613e-009,0.000000e+000

2.682828123465613e-009,0.000000e+000

2.878140623465613e-009,0.000000e+000

3.073453123465613e-009,0.000000e+000

6.100796873465609e-009,0.000000e+000

1.020235937346563e-008,0.000000e+000

1.547579687346566e-008,8.193613e-006

1.576876562346566e-008,6.990429e-005

1.596407812346566e-008,1.675031e-004

1.615939062346565e-008,3.167108e-004

1.635470312346565e-008,5.184750e-004

1.655001562346565e-008,7.732488e-004

1.674532812346565e-008,1.081451e-003

1.694064062346565e-008,1.443494e-003

1.723360937346564e-008,2.087982e-003

1.752657812346564e-008,2.842561e-003

1.853710937500000e-008,5.715591e-003

1.961132812499999e-008,8.896157e-003

2.033886718750003e-008,1.111354e-002

2.112011718750002e-008,1.354776e-002

2.336621093750000e-008,2.082395e-002

2.639355468749997e-008,3.118762e-002

2.649121093749997e-008,3.153113e-002

2.883496093749994e-008,3.992364e-002

2.922558593749994e-008,4.134800e-002

2.932324218749994e-008,4.170514e-002

2.942089843749994e-008,4.206270e-002

2.951855468749994e-008,4.242067e-002

2.961621093749994e-008,4.277905e-002

2.971386718749994e-008,4.313784e-002

2.981152343749994e-008,4.349702e-002

2.990917968749994e-008,4.385661e-002

3.000683593749994e-008,4.421659e-002

3.010449218749994e-008,4.457696e-002

3.020214843749994e-008,4.493772e-002

3.029980468749995e-008,4.529886e-002

3.049511718749995e-008,4.602229e-002

3.098339843749996e-008,4.783737e-002

3.156933593749998e-008,5.002730e-002

3.166699218749998e-008,5.039350e-002

3.176464843749998e-008,5.076003e-002

3.186230468749999e-008,5.112690e-002

3.195996093749999e-008,5.149411e-002

3.205761718749999e-008,5.186164e-002

3.225292968749999e-008,5.259769e-002

3.322949218750002e-008,5.629635e-002

3.420605468750004e-008,5.966450e-002

3.508496093750006e-008,6.165719e-002

3.781933593750013e-008,6.450735e-002

4.143261718750022e-008,6.725007e-002

4.572949218750032e-008,6.952631e-002

4.738964843750036e-008,7.015321e-002

4.768261718750037e-008,7.024910e-002

4.787792968750037e-008,7.031062e-002

4.807324218750038e-008,7.037024e-002

4.836621093750039e-008,7.045614e-002

4.914746093750041e-008,7.066479e-002

4.953808593750041e-008,7.075816e-002

4.963574218750042e-008,7.078038e-002

4.973339843750042e-008,7.080216e-002

4.983105468750042e-008,7.082349e-002

4.992871093750042e-008,7.084438e-002

5.002636718750043e-008,7.086483e-002

5.012402343750043e-008,7.088484e-002

5.031933593750043e-008,7.092354e-002

5.119824218750046e-008,7.107635e-002

5.344433593750051e-008,7.131384e-002

5.578808593750057e-008,7.134080e-002

5.822949218750063e-008,7.114607e-002

6.076855468750069e-008,7.071935e-002

6.340527343750075e-008,7.005265e-002

6.604199218750082e-008,6.921136e-002

6.877636718750088e-008,6.821103e-002

7.160839843750095e-008,6.706282e-002

7.453808593750102e-008,6.577770e-002

7.756542968750110e-008,6.436776e-002

8.059277343750117e-008,6.289889e-002

8.371777343750125e-008,6.134222e-002

8.508496093750128e-008,6.065292e-002

8.840527343750136e-008,5.896867e-002

9.113964843750143e-008,5.758030e-002

9.397167968750149e-008,5.615059e-002

9.699902343750157e-008,5.463747e-002

9.990234375000001e-008,5.320325e-002

1.000000000000000e-007,5.315533e-002

