#DATA 1 832 2 1 0
 1.000000e+004,-2.824946e+001,-5.762966e-003
 1.013959e+004,-2.824946e+001,-5.843413e-003
 1.028114e+004,-2.824946e+001,-5.924984e-003
 1.042466e+004,-2.824946e+001,-6.007693e-003
 1.057018e+004,-2.824946e+001,-6.091557e-003
 1.071773e+004,-2.824946e+001,-6.176591e-003
 1.086735e+004,-2.824946e+001,-6.262812e-003
 1.101905e+004,-2.824946e+001,-6.350237e-003
 1.117287e+004,-2.824946e+001,-6.438883e-003
 1.132884e+004,-2.824946e+001,-6.528765e-003
 1.148698e+004,-2.824946e+001,-6.619903e-003
 1.164734e+004,-2.824946e+001,-6.712312e-003
 1.180993e+004,-2.824946e+001,-6.806012e-003
 1.197479e+004,-2.824946e+001,-6.901019e-003
 1.214195e+004,-2.824946e+001,-6.997353e-003
 1.231144e+004,-2.824946e+001,-7.095032e-003
 1.248331e+004,-2.824946e+001,-7.194074e-003
 1.265757e+004,-2.824946e+001,-7.294498e-003
 1.283426e+004,-2.824946e+001,-7.396324e-003
 1.301342e+004,-2.824946e+001,-7.499572e-003
 1.319508e+004,-2.824946e+001,-7.604261e-003
 1.337928e+004,-2.824946e+001,-7.710411e-003
 1.356604e+004,-2.824946e+001,-7.818043e-003
 1.375542e+004,-2.824946e+001,-7.927178e-003
 1.394744e+004,-2.824946e+001,-8.037836e-003
 1.414214e+004,-2.824946e+001,-8.150039e-003
 1.433955e+004,-2.824946e+001,-8.263807e-003
 1.453973e+004,-2.824946e+001,-8.379164e-003
 1.474269e+004,-2.824946e+001,-8.496131e-003
 1.494849e+004,-2.824946e+001,-8.614731e-003
 1.515717e+004,-2.824946e+001,-8.734987e-003
 1.536875e+004,-2.824946e+001,-8.856921e-003
 1.558329e+004,-2.824946e+001,-8.980557e-003
 1.580083e+004,-2.824946e+001,-9.105919e-003
 1.602140e+004,-2.824946e+001,-9.233031e-003
 1.624505e+004,-2.824946e+001,-9.361917e-003
 1.647182e+004,-2.824946e+001,-9.492602e-003
 1.670176e+004,-2.824946e+001,-9.625112e-003
 1.693491e+004,-2.824946e+001,-9.759471e-003
