time,Vn026

0.000000000000000e+000,0.000000e+000

1.599999993606716e-011,0.000000e+000

2.096890623465614e-009,0.000000e+000

2.292203123465614e-009,0.000000e+000

2.487515623465613e-009,0.000000e+000

2.682828123465613e-009,0.000000e+000

2.878140623465613e-009,0.000000e+000

3.073453123465613e-009,0.000000e+000

3.268765623465613e-009,0.000000e+000

3.561734373465612e-009,0.000000e+000

3.854703123465612e-009,0.000000e+000

5.221890623465610e-009,0.000000e+000

8.737515623465618e-009,0.000000e+000

1.694064062346565e-008,0.000000e+000

2.043652343750003e-008,0.000000e+000

2.131542968750002e-008,0.000000e+000

2.229199218750001e-008,0.000000e+000

2.649121093749997e-008,0.000000e+000

2.873730468749995e-008,0.000000e+000

3.000683593749994e-008,0.000000e+000

3.215527343749999e-008,0.000000e+000

3.440136718750005e-008,0.000000e+000

3.674511718750010e-008,0.000000e+000

3.928417968750017e-008,0.000000e+000

4.201855468750023e-008,0.000000e+000

4.494824218750030e-008,0.000000e+000

4.778027343750037e-008,0.000000e+000

5.344433593750051e-008,2.554093e-006

5.383496093750052e-008,3.961129e-006

5.442089843750053e-008,6.558152e-006

5.520214843750055e-008,1.081743e-005

5.578808593750057e-008,1.463474e-005

5.881542968750064e-008,4.347959e-005

6.184277343750071e-008,8.868866e-005

6.565136718750081e-008,1.710186e-004

7.102246093750094e-008,3.374873e-004

7.180371093750096e-008,3.647112e-004

7.287792968750098e-008,4.025916e-004

7.395214843750101e-008,4.412672e-004

7.815136718750111e-008,5.984823e-004

8.283886718750122e-008,7.815465e-004

8.508496093750128e-008,8.706080e-004

9.113964843750143e-008,1.110732e-003

9.875683593750161e-008,1.405123e-003

9.990234375000001e-008,1.448136e-003

1.000000000000000e-007,1.451785e-003

