time,Vout

0.000000000000000e+000,0.000000e+000

7.999999968033578e-012,0.000000e+000

8.115937494885372e-010,0.000000e+000

9.092499994885372e-010,0.000000e+000

1.006906249488537e-009,0.000000e+000

1.104562499488537e-009,0.000000e+000

1.202218749488538e-009,0.000000e+000

1.299874999488538e-009,0.000000e+000

1.397531249488538e-009,0.000000e+000

1.495187499488538e-009,0.000000e+000

1.592843749488538e-009,0.000000e+000

1.690499999488538e-009,0.000000e+000

1.788156249488538e-009,0.000000e+000

1.935406251022924e-009,0.000000e+000

2.045215624283953e-009,0.000000e+000

2.194546873465614e-009,0.000000e+000

2.389859373465614e-009,0.000000e+000

2.585171873465613e-009,0.000000e+000

2.780484373465613e-009,0.000000e+000

5.417203123465610e-009,0.000000e+000

9.128140623465621e-009,0.000000e+000

1.117892187346564e-008,0.000000e+000

1.137423437346564e-008,0.000000e+000

1.156954687346564e-008,0.000000e+000

1.176485937346564e-008,0.000000e+000

1.196017187346564e-008,0.000000e+000

1.215548437346564e-008,0.000000e+000

1.235079687346565e-008,0.000000e+000

1.254610937346565e-008,0.000000e+000

1.274142187346565e-008,0.000000e+000

1.293673437346565e-008,0.000000e+000

1.313204687346565e-008,0.000000e+000

1.352267187346565e-008,0.000000e+000

1.537814062346566e-008,0.000000e+000

1.834179687500000e-008,0.000000e+000

1.931835937499999e-008,0.000000e+000

2.006699218750001e-008,0.000000e+000

2.082714843750002e-008,0.000000e+000

2.112011718750002e-008,2.573959e-006

2.121777343750002e-008,2.561221e-005

2.131542968750002e-008,1.438243e-004

2.141308593750002e-008,5.533195e-004

2.151074218750001e-008,1.572291e-003

2.160839843750001e-008,3.711033e-003

2.170605468750001e-008,7.511821e-003

2.180371093750001e-008,1.311031e-002

2.190136718750001e-008,2.028130e-002

2.199902343750001e-008,2.866863e-002

2.209667968750001e-008,3.787062e-002

2.229199218750001e-008,5.745145e-002

2.258496093750000e-008,8.760911e-002

2.287792968750000e-008,1.179928e-001

2.336621093750000e-008,1.686497e-001

2.356152343750000e-008,1.867894e-001

2.365917968749999e-008,1.940760e-001

2.375683593749999e-008,1.996899e-001

2.385449218749999e-008,2.036311e-001

2.404980468749999e-008,2.077187e-001

2.473339843749998e-008,2.111306e-001

2.649121093749997e-008,2.169526e-001

2.971386718749994e-008,2.253744e-001

3.059277343749995e-008,2.272446e-001

3.156933593749998e-008,2.291340e-001

3.615917968750009e-008,2.358207e-001

3.928417968750017e-008,2.386160e-001

3.947949218750017e-008,2.375514e-001

3.957714843750017e-008,2.357540e-001

3.967480468750018e-008,2.325321e-001

3.977246093750018e-008,2.276331e-001

3.987011718750018e-008,2.210903e-001

4.006542968750018e-008,2.043275e-001

4.055371093750020e-008,1.552263e-001

4.133496093750022e-008,7.458770e-002

4.143261718750022e-008,6.495664e-002

4.153027343750022e-008,5.607994e-002

4.162792968750022e-008,4.841803e-002

4.172558593750022e-008,4.232825e-002

4.182324218750023e-008,3.791414e-002

4.192089843750023e-008,3.499592e-002

4.201855468750023e-008,3.320998e-002

4.211621093750023e-008,3.215757e-002

4.221386718750024e-008,3.151496e-002

4.260449218750025e-008,3.007141e-002

4.416699218750028e-008,2.541961e-002

4.572949218750032e-008,2.133429e-002

4.729199218750036e-008,1.774117e-002

4.885449218750040e-008,1.457736e-002

5.031933593750043e-008,1.195226e-002

5.178417968750047e-008,9.617507e-003

5.324902343750050e-008,7.539217e-003

5.471386718750054e-008,5.687742e-003

5.578808593750057e-008,4.459428e-003

5.705761718750060e-008,3.133217e-003

5.832714843750063e-008,1.931613e-003

5.959667968750066e-008,8.428503e-004

6.076855468750069e-008,-7.149416e-005

6.194042968750072e-008,-9.076018e-004

6.340527343750075e-008,-1.852133e-003

6.496777343750079e-008,-2.747415e-003

6.584667968750081e-008,-3.164385e-003

6.662792968750083e-008,-3.418215e-003

6.760449218750085e-008,-3.584260e-003

6.936230468750090e-008,-3.701262e-003

7.121777343750094e-008,-3.672225e-003

7.317089843750099e-008,-3.494700e-003

7.531933593750104e-008,-3.151007e-003

7.756542968750110e-008,-2.648708e-003

7.990917968750115e-008,-1.993166e-003

8.235058593750121e-008,-1.191709e-003

8.371777343750125e-008,-7.298896e-004

8.449902343750126e-008,-5.481160e-004

8.508496093750128e-008,-4.686131e-004

8.820996093750135e-008,-2.675616e-004

9.289746093750147e-008,-5.475096e-005

9.807324218750159e-008,9.492524e-005

9.990234375000001e-008,1.301616e-004

1.000000000000000e-007,1.318184e-004

