#DATA 1 187 2 1 0
 0.000000e+000, 0.000000e+000
 8.836414e-011, 0.000000e+000
 1.767283e-010, 0.000000e+000
 2.330924e-010, 0.000000e+000
 2.894566e-010, 0.000000e+000
 4.021849e-010, 0.000000e+000
 5.712773e-010, 0.000000e+000
 7.403697e-010, 0.000000e+000
 7.967338e-010, 0.000000e+000
 8.530980e-010, 0.000000e+000
 9.094621e-010, 0.000000e+000
 9.519833e-010, 0.000000e+000
 9.828017e-010, 0.000000e+000
 1.022025e-009, 0.000000e+000
 1.066852e-009, 0.000000e+000
 1.123216e-009, 0.000000e+000
 1.179580e-009, 0.000000e+000
 1.235944e-009, 0.000000e+000
 1.292308e-009, 0.000000e+000
 1.348672e-009, 0.000000e+000
 1.405037e-009, 0.000000e+000
 1.517765e-009, 0.000000e+000
 1.630493e-009, 0.000000e+000
 1.799586e-009, 0.000000e+000
 1.855950e-009, 0.000000e+000
 2.025042e-009, 0.000000e+000
 2.645048e-009, 0.000000e+000
 3.265053e-009, 0.000000e+000
 4.420518e-009, 0.000000e+000
 5.575983e-009, 0.000000e+000
 7.520546e-009,-1.079786e-012
 9.465109e-009, 9.029090e-012
 1.012255e-008, 3.207959e-010
 1.078000e-008, 2.755510e-009
 1.081945e-008, 3.074022e-009
 1.086455e-008, 3.476061e-009
 1.092909e-008, 4.098854e-009
 1.098000e-008, 4.662797e-009
 1.112652e-008, 6.681547e-009
 1.127305e-008, 9.323810e-009
 1.132941e-008, 1.054120e-008
 1.138578e-008, 1.188413e-008
 1.149851e-008, 1.498343e-008
 1.155487e-008, 1.675878e-008
 1.161123e-008, 1.869730e-008
 1.166760e-008, 2.081439e-008
 1.178033e-008, 2.563424e-008
 1.183669e-008, 2.836304e-008
 1.200578e-008, 3.797540e-008
 1.217488e-008, 5.001982e-008
 1.234397e-008, 6.492188e-008
 1.296397e-008, 1.518693e-007
 1.358398e-008, 3.113027e-007
 1.389398e-008, 4.284232e-007
 1.420398e-008, 5.766846e-007
 1.426035e-008, 6.073736e-007
 1.538763e-008, 1.521516e-006
 1.651491e-008, 3.191896e-006
 1.822928e-008, 7.792329e-006
 1.994364e-008, 1.566240e-005
 2.000000e-008, 1.598431e-005
 2.001691e-008, 1.608203e-005
 2.003945e-008, 1.621312e-005
 2.008455e-008, 1.647766e-005
 2.014909e-008, 1.686000e-005
