time,Vn026

0.000000000000000e+000,0.000000e+000

7.999999968033578e-012,0.000000e+000

1.595222484615177e-010,0.000000e+000

2.550444971787668e-010,0.000000e+000

3.505667458960159e-010,0.000000e+000

4.460889946132651e-010,0.000000e+000

5.416112433305141e-010,0.000000e+000

6.848946164063877e-010,0.000000e+000

8.281779894822612e-010,0.000000e+000

9.714613625581348e-010,0.000000e+000

1.114744735634009e-009,0.000000e+000

1.258028108709883e-009,0.000000e+000

1.401311481785756e-009,0.000000e+000

1.544594854861630e-009,0.000000e+000

1.687878227937504e-009,0.000000e+000

1.831161601013378e-009,0.000000e+000

1.952238875641376e-009,0.000000e+000

2.071641686537937e-009,0.000000e+000

2.214925059613811e-009,0.000000e+000

2.358208432689685e-009,1.700765e-021

2.453730681406934e-009,8.193335e-007

2.501491805765558e-009,3.848521e-006

2.549252930124183e-009,1.197141e-005

2.597014054482808e-009,2.748661e-005

2.644775178841432e-009,5.118869e-005

2.740297427558682e-009,1.233137e-004

2.883580800634555e-009,2.931097e-004

3.026864173710429e-009,5.363759e-004

3.170147546786303e-009,8.525812e-004

3.313430919862177e-009,1.241202e-003

3.456714292938051e-009,1.701721e-003

3.599997666013925e-009,2.233629e-003

3.791042163448422e-009,3.053019e-003

3.982086660882919e-009,3.997254e-003

4.173131158317416e-009,5.065179e-003

4.411936780110537e-009,6.572300e-003

4.555220153186410e-009,7.555218e-003

4.602981277545034e-009,7.885559e-003

4.841786899338155e-009,9.525958e-003

5.844770510869263e-009,1.621305e-002

7.134320868552117e-009,2.436423e-002

8.376110101876347e-009,3.179161e-002

9.379093713407456e-009,3.759092e-002

1.334326703517327e-008,6.003319e-002

1.831044730833107e-008,8.702309e-002

1.907462529806908e-008,9.105757e-002

1.988656441216572e-008,9.531194e-002

2.050384368519992e-008,9.852054e-002

2.055160480955855e-008,9.875984e-002

2.059936593391718e-008,9.899154e-002

2.069488818263443e-008,9.943000e-002

2.141130504801382e-008,1.016643e-001

2.193667741595870e-008,1.021458e-001

2.222324416211045e-008,1.020060e-001

2.231876641082771e-008,1.018972e-001

2.246204978390358e-008,1.016766e-001

2.250981090826221e-008,1.015909e-001

2.255757203262084e-008,1.015033e-001

2.260533315697946e-008,1.014158e-001

2.265309428133809e-008,1.013290e-001

2.336951114671748e-008,1.001035e-001

2.403816688773824e-008,9.908371e-002

2.465906150440037e-008,9.823651e-002

2.518443387234526e-008,9.759020e-002

2.561428399157289e-008,9.710702e-002

2.580532848900739e-008,9.690487e-002

2.590085073772465e-008,9.680645e-002

2.599637298644190e-008,9.670967e-002

2.609189523515915e-008,9.661439e-002

2.618741748387640e-008,9.652051e-002

2.628293973259365e-008,9.642793e-002

2.633070085695228e-008,9.638209e-002

2.637846198131090e-008,9.633653e-002

2.642622310566953e-008,9.629124e-002

2.647398423002816e-008,9.624621e-002

2.656950647874541e-008,9.615687e-002

2.666502872746266e-008,9.606840e-002

2.676055097617991e-008,9.598069e-002

2.685607322489716e-008,9.589365e-002

2.695159547361442e-008,9.580719e-002

2.704711772233167e-008,9.572119e-002

2.714263997104892e-008,9.563556e-002

2.723816221976617e-008,9.555021e-002

2.738144559284205e-008,9.542251e-002

2.752472896591793e-008,9.529491e-002

2.766801233899380e-008,9.516710e-002

2.819338470693869e-008,9.469500e-002

2.857547370180769e-008,9.434874e-002

2.895756269667670e-008,9.400065e-002

2.933965169154571e-008,9.365129e-002

2.967397956205609e-008,9.334493e-002

3.000830743256647e-008,9.303829e-002

3.034263530307685e-008,9.273165e-002

3.072472429794585e-008,9.238156e-002

3.110681329281486e-008,9.203222e-002

3.153666341204249e-008,9.164049e-002

3.210979690434600e-008,9.112086e-002

3.339934726202890e-008,8.996411e-002

3.464113649535318e-008,8.886556e-002

4.156649952735393e-008,8.297951e-002

5.589483683494168e-008,7.200253e-002

7.022317414252797e-008,6.247420e-002

8.455151145011375e-008,5.420607e-002

9.887984875769952e-008,4.703265e-002

9.998353139742027e-008,4.652122e-002

1.000000000000000e-007,4.651364e-002

